context_indices
"[2064, 1808, 2476]"
"[1808, 2476, 3847]"
"[236, 439, 2064, 2993, 3172, 1163]"
"[439, 2064, 3266, 3172, 1163, 701]"
"[2064, 3266, 2993, 1163, 701, 1535]"
"[3266, 2993, 3172, 701, 1535, 1673]"
"[2993, 3172, 1163, 1535, 1673, 3173]"
"[3172, 1163, 701, 1673, 3173, 3663]"
"[1163, 701, 1535, 3173, 3663, 3432]"
"[701, 1535, 1673, 3663, 3432, 488]"
"[1535, 1673, 3173, 3432, 488, 3324]"
"[1673, 3173, 3663, 488, 3324, 2668]"
"[3173, 3663, 3432, 3324, 2668, 2074]"
"[3663, 3432, 488, 2668, 2074, 1557]"
"[3432, 488, 3324, 2074, 1557, 2789]"
"[488, 3324, 2668, 1557, 2789, 2119]"
"[3324, 2668, 2074, 2789, 2119, 1536]"
"[2668, 2074, 1557, 2119, 1536, 3775]"
"[2074, 1557, 2789, 1536, 3775, 410]"
"[1557, 2789, 2119, 3775, 410, 3141]"
"[2789, 2119, 1536, 410, 3141, 2119]"
"[2119, 1536, 3775, 3141, 2119, 2095]"
"[1536, 3775, 410, 2119, 2095, 2074]"
"[3775, 410, 3141, 2095, 2074, 2119]"
"[410, 3141, 2119, 2074, 2119, 1536]"
"[3141, 2119, 2095, 2119, 1536, 3635]"
"[2119, 2095, 2074, 1536, 3635, 2033]"
"[2095, 2074, 2119, 3635, 2033, 2724]"
"[2074, 2119, 1536, 2033, 2724, 2238]"
"[2119, 1536, 3635, 2724, 2238, 1536]"
"[1536, 3635, 2033, 2238, 1536, 217]"
"[3635, 2033, 2724, 1536, 217, 3885]"
"[2033, 2724, 2238, 217, 3885, 3432]"
"[2724, 2238, 1536, 3885, 3432, 488]"
"[2238, 1536, 217, 3432, 488, 2084]"
"[1536, 217, 3885, 488, 2084, 1183]"
"[217, 3885, 3432, 2084, 1183, 2370]"
"[3885, 3432, 488, 1183, 2370, 3058]"
"[3432, 488, 2084, 2370, 3058, 3261]"
"[488, 2084, 1183, 3058, 3261, 1240]"
"[2084, 1183, 2370, 3261, 1240, 2555]"
"[1183, 2370, 3058, 1240, 2555, 3284]"
"[2370, 3058, 3261, 2555, 3284, 2789]"
"[3058, 3261, 1240, 3284, 2789, 2119]"
"[3261, 1240, 2555, 2789, 2119, 2097]"
"[1240, 2555, 3284, 2119, 2097, 899]"
"[2555, 3284, 2789, 2097, 899, 3002]"
"[3284, 2789, 2119, 899, 3002, 2995]"
"[2789, 2119, 2097, 3002, 2995, 3141]"
"[2119, 2097, 899, 2995, 3141, 1536]"
"[2097, 899, 3002, 3141, 1536, 1111]"
"[899, 3002, 2995, 1536, 1111, 2360]"
"[3002, 2995, 3141, 1111, 2360, 2536]"
"[2995, 3141, 1536, 2360, 2536, 3362]"
"[3141, 1536, 1111, 2536, 3362, 702]"
"[1536, 1111, 2360, 3362, 702, 410]"
"[1111, 2360, 2536, 702, 410, 3744]"
"[2360, 2536, 3362, 410, 3744, 1536]"
"[2536, 3362, 702, 3744, 1536, 3166]"
"[3362, 702, 410, 1536, 3166, 955]"
"[702, 410, 3744, 3166, 955, 3756]"
"[410, 3744, 1536, 955, 3756, 489]"
"[3744, 1536, 3166, 3756, 489, 3432]"
"[1536, 3166, 955, 489, 3432, 489]"
"[3166, 955, 3756, 3432, 489, 3432]"
"[955, 3756, 489, 489, 3432, 488]"
"[3756, 489, 3432, 3432, 488, 1710]"
"[489, 3432, 489, 488, 1710, 2789]"
"[3432, 489, 3432, 1710, 2789, 2119]"
"[489, 3432, 488, 2789, 2119, 2476]"
"[3432, 488, 1710, 2119, 2476, 2064]"
"[488, 1710, 2789, 2476, 2064, 2671]"
"[1710, 2789, 2119, 2064, 2671, 1006]"
"[2789, 2119, 2476, 2671, 1006, 488]"
"[2119, 2476, 2064, 1006, 488, 2093]"
"[2476, 2064, 2671, 488, 2093, 3069]"
"[2064, 2671, 1006, 2093, 3069, 730]"
"[2671, 1006, 488, 3069, 730, 3756]"
"[1006, 488, 2093, 730, 3756, 488]"
"[488, 2093, 3069, 3756, 488, 1154]"
"[2093, 3069, 730, 488, 1154, 1730]"
"[3069, 730, 3756, 1154, 1730, 3348]"
"[730, 3756, 488, 1730, 3348, 3481]"
"[3756, 488, 1154, 3348, 3481, 798]"
"[488, 1154, 1730, 3481, 798, 2106]"
"[1154, 1730, 3348, 798, 2106, 2671]"
"[1730, 3348, 3481, 2106, 2671, 1710]"
"[3348, 3481, 798, 2671, 1710, 2536]"
"[3481, 798, 2106, 1710, 2536, 628]"
"[798, 2106, 2671, 2536, 628, 148]"
"[2106, 2671, 1710, 628, 148, 3765]"
"[2671, 1710, 2536, 148, 3765, 3756]"
"[1710, 2536, 628, 3765, 3756, 68]"
"[2536, 628, 148, 3756, 68, 50]"
"[628, 148, 3765, 68, 50, 2187]"
"[148, 3765, 3756, 50, 2187, 532]"
"[3765, 3756, 68, 2187, 532, 2459]"
"[3756, 68, 50, 532, 2459, 1919]"
"[68, 50, 2187, 2459, 1919, 1087]"
"[50, 2187, 532, 1919, 1087, 3539]"
"[2187, 532, 2459, 1087, 3539, 1764]"
"[532, 2459, 1919, 3539, 1764, 922]"
"[2459, 1919, 1087, 1764, 922, 2107]"
"[1919, 1087, 3539, 922, 2107, 3070]"
"[1087, 3539, 1764, 2107, 3070, 1955]"
"[3539, 1764, 922, 3070, 1955, 947]"
"[1764, 922, 2107, 1955, 947, 2671]"
"[922, 2107, 3070, 947, 2671, 2800]"
"[2107, 3070, 1955, 2671, 2800, 832]"
"[3070, 1955, 947, 2800, 832, 3432]"
"[1955, 947, 2671, 832, 3432, 488]"
"[947, 2671, 2800, 3432, 488, 994]"
"[2671, 2800, 832, 488, 994, 2008]"
"[2800, 832, 3432, 994, 2008, 3432]"
"[832, 3432, 488, 2008, 3432, 488]"
"[3432, 488, 994, 3432, 488, 1866]"
"[488, 994, 2008, 488, 1866, 3880]"
"[994, 2008, 3432, 1866, 3880, 2377]"
"[2008, 3432, 488, 3880, 2377, 2187]"
"[3432, 488, 1866, 2377, 2187, 3085]"
"[488, 1866, 3880, 2187, 3085, 3432]"
"[1866, 3880, 2377, 3085, 3432, 488]"
"[3880, 2377, 2187, 3432, 488, 993]"
"[2377, 2187, 3085, 488, 993, 957]"
"[2187, 3085, 3432, 993, 957, 1871]"
"[3085, 3432, 488, 957, 1871, 1131]"
"[3432, 488, 993, 1871, 1131, 1253]"
"[488, 993, 957, 1131, 1253, 1719]"
"[993, 957, 1871, 1253, 1719, 1703]"
"[957, 1871, 1131, 1719, 1703, 2118]"
"[1871, 1131, 1253, 1703, 2118, 773]"
"[1131, 1253, 1719, 2118, 773, 2357]"
"[1253, 1719, 1703, 773, 2357, 2118]"
"[1719, 1703, 2118, 2357, 2118, 773]"
"[1703, 2118, 773, 2118, 773, 3894]"
"[2118, 773, 2357, 773, 3894, 1942]"
"[773, 2357, 2118, 3894, 1942, 3894]"
"[2357, 2118, 773, 1942, 3894, 2073]"
"[2118, 773, 3894, 3894, 2073, 1687]"
"[773, 3894, 1942, 2073, 1687, 600]"
"[3894, 1942, 3894, 1687, 600, 770]"
"[1942, 3894, 2073, 600, 770, 3391]"
"[3894, 2073, 1687, 770, 3391, 1926]"
"[2073, 1687, 600, 3391, 1926, 2105]"
"[1687, 600, 770, 1926, 2105, 2203]"
"[600, 770, 3391, 2105, 2203, 460]"
"[770, 3391, 1926, 2203, 460, 2369]"
"[3391, 1926, 2105, 460, 2369, 644]"
"[1926, 2105, 2203, 2369, 644, 1777]"
"[2105, 2203, 460, 644, 1777, 3631]"
"[2203, 460, 2369, 1777, 3631, 599]"
"[460, 2369, 644, 3631, 599, 1377]"
"[2369, 644, 1777, 599, 1377, 1182]"
"[644, 1777, 3631, 1377, 1182, 2501]"
"[1777, 3631, 599, 1182, 2501, 3820]"
"[3631, 599, 1377, 2501, 3820, 1048]"
"[599, 1377, 1182, 3820, 1048, 3649]"
"[1377, 1182, 2501, 1048, 3649, 894]"
"[1182, 2501, 3820, 3649, 894, 1536]"
"[2501, 3820, 1048, 894, 1536, 1389]"
"[3820, 1048, 3649, 1536, 1389, 207]"
"[1048, 3649, 894, 1389, 207, 3432]"
"[3649, 894, 1536, 207, 3432, 488]"
"[894, 1536, 1389, 3432, 488, 3811]"
"[1536, 1389, 207, 488, 3811, 2350]"
"[1389, 207, 3432, 3811, 2350, 3208]"
"[207, 3432, 488, 2350, 3208, 2555]"
"[3432, 488, 3811, 3208, 2555, 3429]"
"[488, 3811, 2350, 2555, 3429, 2291]"
"[3811, 2350, 3208, 3429, 2291, 3633]"
"[2350, 3208, 2555, 2291, 3633, 2033]"
"[3208, 2555, 3429, 3633, 2033, 3471]"
"[2555, 3429, 2291, 2033, 3471, 1376]"
"[3429, 2291, 3633, 3471, 1376, 2962]"
"[2291, 3633, 2033, 1376, 2962, 2671]"
"[3633, 2033, 3471, 2962, 2671, 621]"
"[2033, 3471, 1376, 2671, 621, 2398]"
"[3471, 1376, 2962, 621, 2398, 2126]"
"[1376, 2962, 2671, 2398, 2126, 2132]"
"[2962, 2671, 621, 2126, 2132, 2952]"
"[2671, 621, 2398, 2132, 2952, 3420]"
"[621, 2398, 2126, 2952, 3420, 3432]"
"[2398, 2126, 2132, 3420, 3432, 488]"
"[2126, 2132, 2952, 3432, 488, 995]"
"[2132, 2952, 3420, 488, 995, 1943]"
"[2952, 3420, 3432, 995, 1943, 2357]"
"[3420, 3432, 488, 1943, 2357, 2231]"
"[3432, 488, 995, 2357, 2231, 2037]"
"[488, 995, 1943, 2231, 2037, 2335]"
"[995, 1943, 2357, 2037, 2335, 1238]"
"[1943, 2357, 2231, 2335, 1238, 3895]"
"[2357, 2231, 2037, 1238, 3895, 287]"
"[2231, 2037, 2335, 3895, 287, 995]"
"[2037, 2335, 1238, 287, 995, 3346]"
"[2335, 1238, 3895, 995, 3346, 2639]"
"[1238, 3895, 287, 3346, 2639, 770]"
"[3895, 287, 995, 2639, 770, 287]"
"[287, 995, 3346, 770, 287, 2397]"
"[995, 3346, 2639, 287, 2397, 2504]"
"[3346, 2639, 770, 2397, 2504, 3894]"
"[2639, 770, 287, 2504, 3894, 2684]"
"[770, 287, 2397, 3894, 2684, 784]"
"[287, 2397, 2504, 2684, 784, 862]"
"[2397, 2504, 3894, 784, 862, 1962]"
"[2504, 3894, 2684, 862, 1962, 2370]"
"[3894, 2684, 784, 1962, 2370, 2604]"
"[2684, 784, 862, 2370, 2604, 3432]"
"[784, 862, 1962, 2604, 3432, 488]"
"[862, 1962, 2370, 3432, 488, 3029]"
"[1962, 2370, 2604, 488, 3029, 152]"
"[2370, 2604, 3432, 3029, 152, 791]"
"[2604, 3432, 488, 152, 791, 2453]"
"[3432, 488, 3029, 791, 2453, 895]"
"[488, 3029, 152, 2453, 895, 349]"
"[3029, 152, 791, 895, 349, 3432]"
"[152, 791, 2453, 349, 3432, 488]"
"[791, 2453, 895, 3432, 488, 3756]"
"[2453, 895, 349, 488, 3756, 488]"
"[895, 349, 3432, 3756, 488, 3197]"
"[349, 3432, 488, 488, 3197, 2820]"
"[3432, 488, 3756, 3197, 2820, 2157]"
"[488, 3756, 488, 2820, 2157, 1254]"
"[3756, 488, 3197, 2157, 1254, 7]"
"[488, 3197, 2820, 1254, 7, 3062]"
"[3197, 2820, 2157, 7, 3062, 1842]"
"[2820, 2157, 1254, 3062, 1842, 3669]"
"[2157, 1254, 7, 1842, 3669, 1969]"
"[1254, 7, 3062, 3669, 1969, 3887]"
"[7, 3062, 1842, 1969, 3887, 1651]"
"[3062, 1842, 3669, 3887, 1651, 808]"
"[1842, 3669, 1969, 1651, 808, 1228]"
"[3669, 1969, 3887, 808, 1228, 3233]"
"[1969, 3887, 1651, 1228, 3233, 3885]"
"[3887, 1651, 808, 3233, 3885, 3822]"
"[1651, 808, 1228, 3885, 3822, 1668]"
"[808, 1228, 3233, 3822, 1668, 3841]"
"[1228, 3233, 3885, 1668, 3841, 3432]"
"[3233, 3885, 3822, 3841, 3432, 488]"
"[3885, 3822, 1668, 3432, 488, 995]"
"[3822, 1668, 3841, 488, 995, 809]"
"[1668, 3841, 3432, 995, 809, 3123]"
"[3841, 3432, 488, 809, 3123, 1711]"
"[3432, 488, 995, 3123, 1711, 119]"
"[488, 995, 809, 1711, 119, 283]"
"[995, 809, 3123, 119, 283, 1170]"
"[809, 3123, 1711, 283, 1170, 1414]"
"[3123, 1711, 119, 1170, 1414, 496]"
"[1711, 119, 283, 1414, 496, 1196]"
"[119, 283, 1170, 496, 1196, 1524]"
"[283, 1170, 1414, 1196, 1524, 1087]"
"[1170, 1414, 496, 1524, 1087, 1720]"
"[1414, 496, 1196, 1087, 1720, 1459]"
"[496, 1196, 1524, 1720, 1459, 2065]"
"[1196, 1524, 1087, 1459, 2065, 3198]"
"[1524, 1087, 1720, 2065, 3198, 1777]"
"[1087, 1720, 1459, 3198, 1777, 1071]"
"[1720, 1459, 2065, 1777, 1071, 3652]"
"[1459, 2065, 3198, 1071, 3652, 1876]"
"[2065, 3198, 1777, 3652, 1876, 3215]"
"[3198, 1777, 1071, 1876, 3215, 1116]"
"[1777, 1071, 3652, 3215, 1116, 1334]"
"[1071, 3652, 1876, 1116, 1334, 1652]"
"[3652, 1876, 3215, 1334, 1652, 1588]"
"[1876, 3215, 1116, 1652, 1588, 993]"
"[3215, 1116, 1334, 1588, 993, 3741]"
"[1116, 1334, 1652, 993, 3741, 2352]"
"[1334, 1652, 1588, 3741, 2352, 2861]"
"[1652, 1588, 993, 2352, 2861, 2530]"
"[1588, 993, 3741, 2861, 2530, 2558]"
"[993, 3741, 2352, 2530, 2558, 3671]"
"[3741, 2352, 2861, 2558, 3671, 1958]"
"[2352, 2861, 2530, 3671, 1958, 3202]"
"[2861, 2530, 2558, 1958, 3202, 2559]"
"[2530, 2558, 3671, 3202, 2559, 2964]"
"[2558, 3671, 1958, 2559, 2964, 809]"
"[3671, 1958, 3202, 2964, 809, 957]"
"[1958, 3202, 2559, 809, 957, 1735]"
"[3202, 2559, 2964, 957, 1735, 2132]"
"[2559, 2964, 809, 1735, 2132, 532]"
"[2964, 809, 957, 2132, 532, 3432]"
"[809, 957, 1735, 532, 3432, 488]"
"[957, 1735, 2132, 3432, 488, 3198]"
"[1735, 2132, 532, 488, 3198, 1450]"
"[2132, 532, 3432, 3198, 1450, 957]"
"[532, 3432, 488, 1450, 957, 3663]"
"[3432, 488, 3198, 957, 3663, 318]"
"[488, 3198, 1450, 3663, 318, 1679]"
"[3198, 1450, 957, 318, 1679, 1955]"
"[1450, 957, 3663, 1679, 1955, 3559]"
"[957, 3663, 318, 1955, 3559, 1459]"
"[3663, 318, 1679, 3559, 1459, 2336]"
"[318, 1679, 1955, 1459, 2336, 3673]"
"[1679, 1955, 3559, 2336, 3673, 455]"
"[1955, 3559, 1459, 3673, 455, 1627]"
"[3559, 1459, 2336, 455, 1627, 2909]"
"[1459, 2336, 3673, 1627, 2909, 1234]"
"[2336, 3673, 455, 2909, 1234, 181]"
"[3673, 455, 1627, 1234, 181, 1955]"
"[455, 1627, 2909, 181, 1955, 3643]"
"[1627, 2909, 1234, 1955, 3643, 1028]"
"[2909, 1234, 181, 3643, 1028, 2050]"
"[1234, 181, 1955, 1028, 2050, 1254]"
"[181, 1955, 3643, 2050, 1254, 1708]"
"[1955, 3643, 1028, 1254, 1708, 1319]"
"[3643, 1028, 2050, 1708, 1319, 3523]"
"[1028, 2050, 1254, 1319, 3523, 3470]"
"[2050, 1254, 1708, 3523, 3470, 838]"
"[1254, 1708, 1319, 3470, 838, 1429]"
"[1708, 1319, 3523, 838, 1429, 455]"
"[1319, 3523, 3470, 1429, 455, 3198]"
"[3523, 3470, 838, 455, 3198, 458]"
"[3470, 838, 1429, 3198, 458, 3224]"
"[838, 1429, 455, 458, 3224, 2065]"
"[1429, 455, 3198, 3224, 2065, 3673]"
"[455, 3198, 458, 2065, 3673, 454]"
"[3198, 458, 3224, 3673, 454, 954]"
"[458, 3224, 2065, 454, 954, 1939]"
"[3224, 2065, 3673, 954, 1939, 2487]"
"[2065, 3673, 454, 1939, 2487, 2652]"
"[3673, 454, 954, 2487, 2652, 1564]"
"[454, 954, 1939, 2652, 1564, 1503]"
"[954, 1939, 2487, 1564, 1503, 2620]"
"[1939, 2487, 2652, 1503, 2620, 1254]"
"[2487, 2652, 1564, 2620, 1254, 1708]"
"[2652, 1564, 1503, 1254, 1708, 1376]"
"[1564, 1503, 2620, 1708, 1376, 807]"
"[1503, 2620, 1254, 1376, 807, 1524]"
"[2620, 1254, 1708, 807, 1524, 2189]"
"[1254, 1708, 1376, 1524, 2189, 660]"
"[1708, 1376, 807, 2189, 660, 3673]"
"[1376, 807, 1524, 660, 3673, 995]"
"[807, 1524, 2189, 3673, 995, 3161]"
"[1524, 2189, 660, 995, 3161, 772]"
"[2189, 660, 3673, 3161, 772, 1234]"
"[660, 3673, 995, 772, 1234, 3256]"
"[3673, 995, 3161, 1234, 3256, 3089]"
"[995, 3161, 772, 3256, 3089, 455]"
"[3161, 772, 1234, 3089, 455, 1254]"
"[772, 1234, 3256, 455, 1254, 1708]"
"[1234, 3256, 3089, 1254, 1708, 849]"
"[3256, 3089, 455, 1708, 849, 379]"
"[3089, 455, 1254, 849, 379, 2671]"
"[455, 1254, 1708, 379, 2671, 2814]"
"[1254, 1708, 849, 2671, 2814, 1734]"
"[1708, 849, 379, 2814, 1734, 20]"
"[849, 379, 2671, 1734, 20, 1429]"
"[379, 2671, 2814, 20, 1429, 995]"
"[2671, 2814, 1734, 1429, 995, 995]"
"[2814, 1734, 20, 995, 995, 3312]"
"[1734, 20, 1429, 995, 3312, 93]"
"[20, 1429, 995, 3312, 93, 221]"
"[1429, 995, 995, 93, 221, 1254]"
"[995, 995, 3312, 221, 1254, 1708]"
"[995, 3312, 93, 1254, 1708, 509]"
"[3312, 93, 221, 1708, 509, 3741]"
"[93, 221, 1254, 509, 3741, 3599]"
"[221, 1254, 1708, 3741, 3599, 991]"
"[1254, 1708, 509, 3599, 991, 3699]"
"[1708, 509, 3741, 991, 3699, 1914]"
"[509, 3741, 3599, 3699, 1914, 1274]"
"[3741, 3599, 991, 1914, 1274, 1229]"
"[3599, 991, 3699, 1274, 1229, 3696]"
"[991, 3699, 1914, 1229, 3696, 2399]"
"[3699, 1914, 1274, 3696, 2399, 2350]"
"[1914, 1274, 1229, 2399, 2350, 1407]"
"[1274, 1229, 3696, 2350, 1407, 2086]"
"[1229, 3696, 2399, 1407, 2086, 3198]"
"[3696, 2399, 2350, 2086, 3198, 3129]"
"[2399, 2350, 1407, 3198, 3129, 2350]"
"[2350, 1407, 2086, 3129, 2350, 791]"
"[1407, 2086, 3198, 2350, 791, 2453]"
"[2086, 3198, 3129, 791, 2453, 2910]"
"[3198, 3129, 2350, 2453, 2910, 2415]"
"[3129, 2350, 791, 2910, 2415, 2783]"
"[2350, 791, 2453, 2415, 2783, 2399]"
"[791, 2453, 2910, 2783, 2399, 3349]"
"[2453, 2910, 2415, 2399, 3349, 2273]"
"[2910, 2415, 2783, 3349, 2273, 673]"
"[2415, 2783, 2399, 2273, 673, 2595]"
"[2783, 2399, 3349, 673, 2595, 2077]"
"[2399, 3349, 2273, 2595, 2077, 869]"
"[3349, 2273, 673, 2077, 869, 3368]"
"[2273, 673, 2595, 869, 3368, 2242]"
"[673, 2595, 2077, 3368, 2242, 2399]"
"[2595, 2077, 869, 2242, 2399, 2133]"
"[2077, 869, 3368, 2399, 2133, 1277]"
"[869, 3368, 2242, 2133, 1277, 3432]"
"[3368, 2242, 2399, 1277, 3432, 488]"
"[2242, 2399, 2133, 3432, 488, 1270]"
"[2399, 2133, 1277, 488, 1270, 2036]"
"[2133, 1277, 3432, 1270, 2036, 3330]"
"[1277, 3432, 488, 2036, 3330, 1407]"
"[3432, 488, 1270, 3330, 1407, 770]"
"[488, 1270, 2036, 1407, 770, 436]"
"[1270, 2036, 3330, 770, 436, 3743]"
"[2036, 3330, 1407, 436, 3743, 3165]"
"[3330, 1407, 770, 3743, 3165, 2755]"
"[1407, 770, 436, 3165, 2755, 1708]"
"[770, 436, 3743, 2755, 1708, 3548]"
"[436, 3743, 3165, 1708, 3548, 2294]"
"[3743, 3165, 2755, 3548, 2294, 2647]"
"[3165, 2755, 1708, 2294, 2647, 2961]"
"[2755, 1708, 3548, 2647, 2961, 116]"
"[1708, 3548, 2294, 2961, 116, 3449]"
"[3548, 2294, 2647, 116, 3449, 1742]"
"[2294, 2647, 2961, 3449, 1742, 105]"
"[2647, 2961, 116, 1742, 105, 3432]"
"[2961, 116, 3449, 105, 3432, 489]"
"[116, 3449, 1742, 3432, 489, 1742]"
"[3449, 1742, 105, 489, 1742, 2562]"
"[1742, 105, 3432, 1742, 2562, 3041]"
"[105, 3432, 489, 2562, 3041, 3432]"
"[3432, 489, 1742, 3041, 3432, 488]"
"[489, 1742, 2562, 3432, 488, 493]"
"[1742, 2562, 3041, 488, 493, 1742]"
"[2562, 3041, 3432, 493, 1742, 2337]"
"[3041, 3432, 488, 1742, 2337, 773]"
"[3432, 488, 493, 2337, 773, 1767]"
"[488, 493, 1742, 773, 1767, 2119]"
"[493, 1742, 2337, 1767, 2119, 1170]"
"[1742, 2337, 773, 2119, 1170, 3025]"
"[2337, 773, 1767, 1170, 3025, 3406]"
"[773, 1767, 2119, 3025, 3406, 2277]"
"[1767, 2119, 1170, 3406, 2277, 1102]"
"[2119, 1170, 3025, 2277, 1102, 599]"
"[1170, 3025, 3406, 1102, 599, 2684]"
"[3025, 3406, 2277, 599, 2684, 2050]"
"[3406, 2277, 1102, 2684, 2050, 2357]"
"[2277, 1102, 599, 2050, 2357, 3832]"
"[1102, 599, 2684, 2357, 3832, 83]"
"[599, 2684, 2050, 3832, 83, 1719]"
"[2684, 2050, 2357, 83, 1719, 2640]"
"[2050, 2357, 3832, 1719, 2640, 1341]"
"[2357, 3832, 83, 2640, 1341, 702]"
"[3832, 83, 1719, 1341, 702, 2399]"
"[83, 1719, 2640, 702, 2399, 2074]"
"[1719, 2640, 1341, 2399, 2074, 1750]"
"[2640, 1341, 702, 2074, 1750, 869]"
"[1341, 702, 2399, 1750, 869, 3750]"
"[702, 2399, 2074, 869, 3750, 1307]"
"[2399, 2074, 1750, 3750, 1307, 2122]"
"[2074, 1750, 869, 1307, 2122, 241]"
"[1750, 869, 3750, 2122, 241, 456]"
"[869, 3750, 1307, 241, 456, 2675]"
"[3750, 1307, 2122, 456, 2675, 1305]"
"[1307, 2122, 241, 2675, 1305, 2105]"
"[2122, 241, 456, 1305, 2105, 1420]"
"[241, 456, 2675, 2105, 1420, 3846]"
"[456, 2675, 1305, 1420, 3846, 2105]"
"[2675, 1305, 2105, 3846, 2105, 1741]"
"[1305, 2105, 1420, 2105, 1741, 886]"
"[2105, 1420, 3846, 1741, 886, 148]"
"[1420, 3846, 2105, 886, 148, 2399]"
"[3846, 2105, 1741, 148, 2399, 208]"
"[2105, 1741, 886, 2399, 208, 2269]"
"[1741, 886, 148, 208, 2269, 2162]"
"[886, 148, 2399, 2269, 2162, 3430]"
"[148, 2399, 208, 2162, 3430, 3085]"
"[2399, 208, 2269, 3430, 3085, 1719]"
"[208, 2269, 2162, 3085, 1719, 2640]"
"[2269, 2162, 3430, 1719, 2640, 1743]"
"[2162, 3430, 3085, 2640, 1743, 2105]"
"[3430, 3085, 1719, 1743, 2105, 2132]"
"[3085, 1719, 2640, 2105, 2132, 1662]"
"[1719, 2640, 1743, 2132, 1662, 3173]"
"[2640, 1743, 2105, 1662, 3173, 3370]"
"[1743, 2105, 2132, 3173, 3370, 2282]"
"[2105, 2132, 1662, 3370, 2282, 903]"
"[2132, 1662, 3173, 2282, 903, 3432]"
"[1662, 3173, 3370, 903, 3432, 488]"
"[3173, 3370, 2282, 3432, 488, 2961]"
"[3370, 2282, 903, 488, 2961, 2961]"
"[2282, 903, 3432, 2961, 2961, 2858]"
"[903, 3432, 488, 2961, 2858, 5]"
"[3432, 488, 2961, 2858, 5, 3866]"
"[488, 2961, 2961, 5, 3866, 58]"
"[2961, 2961, 2858, 3866, 58, 3549]"
"[2961, 2858, 5, 58, 3549, 1323]"
"[2858, 5, 3866, 3549, 1323, 1819]"
"[5, 3866, 58, 1323, 1819, 1314]"
"[3866, 58, 3549, 1819, 1314, 3198]"
"[58, 3549, 1323, 1314, 3198, 1920]"
"[3549, 1323, 1819, 3198, 1920, 3706]"
"[1323, 1819, 1314, 1920, 3706, 3298]"
"[1819, 1314, 3198, 3706, 3298, 2369]"
"[1314, 3198, 1920, 3298, 2369, 2961]"
"[3198, 1920, 3706, 2369, 2961, 1154]"
"[1920, 3706, 3298, 2961, 1154, 3432]"
"[3706, 3298, 2369, 1154, 3432, 489]"
"[3298, 2369, 2961, 3432, 489, 407]"
"[2369, 2961, 1154, 489, 407, 2070]"
"[2961, 1154, 3432, 407, 2070, 3039]"
"[1154, 3432, 489, 2070, 3039, 2672]"
"[3432, 489, 407, 3039, 2672, 434]"
"[489, 407, 2070, 2672, 434, 21]"
"[407, 2070, 3039, 434, 21, 3190]"
"[2070, 3039, 2672, 21, 3190, 901]"
"[3039, 2672, 434, 3190, 901, 2904]"
"[2672, 434, 21, 901, 2904, 3319]"
"[434, 21, 3190, 2904, 3319, 159]"
"[21, 3190, 901, 3319, 159, 994]"
"[3190, 901, 2904, 159, 994, 3865]"
"[901, 2904, 3319, 994, 3865, 1984]"
"[2904, 3319, 159, 3865, 1984, 2755]"
"[3319, 159, 994, 1984, 2755, 3250]"
"[159, 994, 3865, 2755, 3250, 583]"
"[994, 3865, 1984, 3250, 583, 3432]"
