context_indices
"[1844, 1615]"
"[3092, 708, 2376, 1525]"
"[708, 1880, 1525, 2265]"
"[1880, 2376, 2265, 555]"
"[2376, 1525, 555, 133]"
"[1525, 2265, 133, 3345]"
"[2265, 555, 3345, 3339]"
"[555, 133, 3339, 62]"
"[133, 3345, 62, 46]"
"[3345, 3339, 46, 1950]"
"[3339, 62, 1950, 469]"
"[62, 46, 469, 2198]"
"[46, 1950, 2198, 1716]"
"[1950, 469, 1716, 965]"
"[469, 2198, 965, 3140]"
"[2198, 1716, 3140, 1575]"
"[1716, 965, 1575, 816]"
"[965, 3140, 816, 1881]"
"[3140, 1575, 1881, 2725]"
"[1575, 816, 2725, 1749]"
"[816, 1881, 1749, 838]"
"[1881, 2725, 838, 2376]"
"[2725, 1749, 2376, 2486]"
"[1749, 838, 2486, 739]"
"[838, 2376, 739, 3046]"
"[2376, 2486, 3046, 431]"
"[2486, 739, 431, 880]"
"[739, 3046, 880, 1797]"
"[3046, 431, 1797, 3046]"
"[431, 880, 3046, 431]"
"[880, 1797, 431, 1669]"
"[1797, 3046, 1669, 3449]"
"[3046, 431, 3449, 2124]"
"[431, 1669, 2124, 1950]"
"[1669, 3449, 1950, 2738]"
"[3449, 2124, 2738, 3046]"
"[2124, 1950, 3046, 431]"
"[1950, 2738, 431, 879]"
"[2738, 3046, 879, 846]"
"[3046, 431, 846, 1672]"
"[431, 879, 1672, 1005]"
"[879, 846, 1005, 1120]"
"[846, 1672, 1120, 1534]"
"[1672, 1005, 1534, 1518]"
"[1005, 1120, 1518, 1890]"
"[1120, 1534, 1890, 684]"
"[1534, 1518, 684, 2107]"
"[1518, 1890, 2107, 1890]"
"[1890, 684, 1890, 684]"
"[684, 2107, 684, 3461]"
"[2107, 1890, 3461, 1737]"
"[1890, 684, 1737, 3461]"
"[684, 3461, 3461, 1853]"
"[3461, 1737, 1853, 1503]"
"[1737, 3461, 1503, 531]"
"[3461, 1853, 531, 684]"
"[1853, 1503, 684, 3010]"
"[1503, 531, 3010, 1723]"
"[531, 684, 1723, 1879]"
"[684, 3010, 1879, 1966]"
"[3010, 1723, 1966, 409]"
"[1723, 1879, 409, 2117]"
"[1879, 1966, 2117, 568]"
"[1966, 409, 568, 1585]"
"[409, 2117, 1585, 3222]"
"[2117, 568, 3222, 531]"
"[568, 1585, 531, 1228]"
"[1585, 3222, 1228, 1053]"
"[3222, 531, 1053, 2232]"
"[531, 1228, 2232, 3394]"
"[1228, 1053, 3394, 929]"
"[1053, 2232, 929, 3236]"
"[2232, 3394, 3236, 792]"
"[3394, 929, 792, 1363]"
"[929, 3236, 1363, 1237]"
"[3236, 792, 1237, 186]"
"[792, 1363, 186, 3046]"
"[1363, 1237, 3046, 431]"
"[1237, 186, 431, 3387]"
"[186, 3046, 3387, 2101]"
"[3046, 431, 2101, 2842]"
"[431, 3387, 2842, 2280]"
"[3387, 2101, 2280, 3045]"
"[2101, 2842, 3045, 2046]"
"[2842, 2280, 2046, 3224]"
"[2280, 3045, 3224, 1818]"
"[3045, 2046, 1818, 3080]"
"[2046, 3224, 3080, 1227]"
"[3224, 1818, 1227, 2634]"
"[1818, 3080, 2634, 2376]"
"[3080, 1227, 2376, 550]"
"[1227, 2634, 550, 2143]"
"[2634, 2376, 2143, 1897]"
"[2376, 550, 1897, 1903]"
"[550, 2143, 1903, 2624]"
"[2143, 1897, 2624, 3036]"
"[1897, 1903, 3036, 3046]"
"[1903, 2624, 3046, 431]"
"[2624, 3036, 431, 880]"
"[3036, 3046, 880, 1738]"
"[3046, 431, 1738, 2107]"
"[431, 880, 2107, 1992]"
"[880, 1738, 1992, 1822]"
"[1738, 2107, 1822, 2088]"
"[2107, 1992, 2088, 1105]"
"[1992, 1822, 1105, 3461]"
"[1822, 2088, 3461, 259]"
"[2088, 1105, 259, 880]"
"[1105, 3461, 880, 2969]"
"[3461, 259, 2969, 2350]"
"[259, 880, 2350, 684]"
"[880, 2969, 684, 259]"
"[2969, 2350, 259, 2142]"
"[2350, 684, 2142, 2235]"
"[684, 259, 2235, 3461]"
"[259, 2142, 3461, 2384]"
"[2142, 2235, 2384, 696]"
"[2235, 3461, 696, 765]"
"[3461, 2384, 765, 1755]"
"[2384, 696, 1755, 2116]"
"[696, 765, 2116, 2319]"
"[765, 1755, 2319, 3046]"
"[1755, 2116, 3046, 431]"
"[2116, 2319, 431, 2690]"
"[2319, 3046, 2690, 136]"
"[3046, 431, 136, 701]"
"[431, 2690, 701, 2193]"
"[2690, 136, 2193, 793]"
"[136, 701, 793, 314]"
"[701, 2193, 314, 3046]"
"[2193, 793, 3046, 431]"
"[793, 314, 431, 3339]"
"[314, 3046, 3339, 431]"
"[3046, 431, 431, 2833]"
"[431, 3339, 2833, 2503]"
"[3339, 431, 2503, 1923]"
"[431, 2833, 1923, 1120]"
"[2833, 2503, 1120, 6]"
"[2503, 1923, 6, 2718]"
"[1923, 1120, 2718, 1647]"
"[1120, 6, 1647, 3256]"
"[6, 2718, 3256, 1762]"
"[2718, 1647, 1762, 3454]"
"[1647, 3256, 3454, 1469]"
"[3256, 1762, 1469, 717]"
"[1762, 3454, 717, 1095]"
"[3454, 1469, 1095, 2866]"
"[1469, 717, 2866, 3452]"
"[717, 1095, 3452, 3396]"
"[1095, 2866, 3396, 1485]"
"[2866, 3452, 1485, 3413]"
"[3452, 3396, 3413, 3046]"
"[3396, 1485, 3046, 431]"
"[1485, 3413, 431, 880]"
"[3413, 3046, 880, 718]"
"[3046, 431, 718, 2769]"
"[431, 880, 2769, 1526]"
"[880, 718, 1526, 107]"
"[718, 2769, 107, 255]"
"[2769, 1526, 255, 1041]"
"[1526, 107, 1041, 1258]"
"[107, 255, 1258, 435]"
"[255, 1041, 435, 1065]"
"[1041, 1258, 1065, 1354]"
"[1258, 435, 1354, 965]"
"[435, 1065, 965, 1535]"
"[1065, 1354, 1535, 1295]"
"[1354, 965, 1295, 1845]"
"[965, 1535, 1845, 2833]"
"[1535, 1295, 2833, 1585]"
"[1295, 1845, 1585, 950]"
"[1845, 2833, 950, 3241]"
"[2833, 1585, 3241, 1677]"
"[1585, 950, 1677, 2848]"
"[950, 3241, 2848, 991]"
"[3241, 1677, 991, 1190]"
"[1677, 2848, 1190, 1470]"
"[2848, 991, 1470, 1410]"
"[991, 1190, 1410, 879]"
"[1190, 1470, 879, 3254]"
"[1470, 1410, 3254, 2103]"
"[1410, 879, 2103, 2541]"
"[879, 3254, 2541, 2259]"
"[3254, 2103, 2259, 2281]"
"[2103, 2541, 2281, 3258]"
"[2541, 2259, 3258, 1752]"
"[2259, 2281, 1752, 2836]"
"[2281, 3258, 2836, 2282]"
"[3258, 1752, 2282, 2636]"
"[1752, 2836, 2636, 718]"
"[2836, 2282, 718, 846]"
"[2282, 2636, 846, 1548]"
"[2636, 718, 1548, 1903]"
"[718, 846, 1903, 469]"
"[846, 1548, 469, 3046]"
"[1548, 1903, 3046, 431]"
"[1903, 469, 431, 2833]"
"[469, 3046, 2833, 1286]"
"[3046, 431, 1286, 846]"
"[431, 2833, 846, 3250]"
"[2833, 1286, 3250, 288]"
"[1286, 846, 288, 1496]"
"[846, 3250, 1496, 1749]"
"[3250, 288, 1749, 3159]"
"[288, 1496, 3159, 1295]"
"[1496, 1749, 1295, 2089]"
"[1749, 3159, 2089, 3260]"
"[3159, 1295, 3260, 405]"
"[1295, 2089, 405, 1447]"
"[2089, 3260, 1447, 2585]"
"[3260, 405, 2585, 1101]"
"[405, 1447, 1101, 164]"
"[1447, 2585, 164, 1749]"
"[2585, 1101, 1749, 3232]"
"[1101, 164, 3232, 910]"
"[164, 1749, 910, 1832]"
"[1749, 3232, 1832, 1120]"
"[3232, 910, 1120, 1523]"
"[910, 1832, 1523, 1178]"
"[1832, 1120, 1178, 3126]"
"[1120, 1523, 3126, 3082]"
"[1523, 1178, 3082, 745]"
"[1178, 3126, 745, 1270]"
"[3126, 3082, 1270, 405]"
"[3082, 745, 405, 2833]"
"[745, 1270, 2833, 407]"
"[1270, 405, 407, 2857]"
"[405, 2833, 2857, 1845]"
"[2833, 407, 1845, 3260]"
"[407, 2857, 3260, 405]"
"[2857, 1845, 405, 844]"
"[1845, 3260, 844, 1734]"
"[3260, 405, 1734, 2220]"
"[405, 844, 2220, 2361]"
"[844, 1734, 2361, 1389]"
"[1734, 2220, 1389, 1335]"
"[2220, 2361, 1335, 2333]"
"[2361, 1389, 2333, 1120]"
"[1389, 1335, 1120, 1523]"
"[1335, 2333, 1523, 1227]"
"[2333, 1120, 1227, 717]"
"[1120, 1523, 717, 1354]"
"[1523, 1227, 1354, 1952]"
"[1227, 717, 1952, 583]"
"[717, 1354, 583, 3260]"
"[1354, 1952, 3260, 880]"
"[1952, 583, 880, 2804]"
"[583, 3260, 2804, 686]"
"[3260, 880, 686, 1101]"
"[880, 2804, 1101, 2887]"
"[2804, 686, 2887, 2741]"
"[686, 1101, 2741, 405]"
"[1101, 2887, 405, 1120]"
"[2887, 2741, 1120, 1523]"
"[2741, 405, 1523, 755]"
"[405, 1120, 755, 341]"
"[1120, 1523, 341, 2376]"
"[1523, 755, 2376, 2496]"
"[755, 341, 2496, 1547]"
"[341, 2376, 1547, 18]"
"[2376, 2496, 18, 1270]"
"[2496, 1547, 1270, 880]"
"[1547, 18, 880, 880]"
"[18, 1270, 880, 2938]"
"[1270, 880, 2938, 86]"
"[880, 880, 86, 200]"
"[880, 2938, 200, 1120]"
"[2938, 86, 1120, 1523]"
"[86, 200, 1523, 448]"
"[200, 1120, 448, 3254]"
"[1120, 1523, 3254, 3194]"
"[1523, 448, 3194, 877]"
"[448, 3254, 877, 3286]"
"[3254, 3194, 3286, 1711]"
"[3194, 877, 1711, 1137]"
"[877, 3286, 1137, 1096]"
"[3286, 1711, 1096, 3283]"
"[1711, 1137, 3283, 2142]"
"[1137, 1096, 2142, 2101]"
"[1096, 3283, 2101, 1252]"
"[3283, 2142, 1252, 1864]"
"[2142, 2101, 1864, 2833]"
"[2101, 1252, 2833, 2774]"
"[1252, 1864, 2774, 2101]"
"[1864, 2833, 2101, 701]"
"[2833, 2774, 701, 2193]"
"[2774, 2101, 2193, 2586]"
"[2101, 701, 2586, 2157]"
"[701, 2193, 2157, 2471]"
"[2193, 2586, 2471, 2142]"
"[2586, 2157, 2142, 2971]"
"[2157, 2471, 2971, 2032]"
"[2471, 2142, 2032, 594]"
"[2142, 2971, 594, 2310]"
"[2971, 2032, 2310, 1856]"
"[2032, 594, 1856, 770]"
"[594, 2310, 770, 2988]"
"[2310, 1856, 2988, 1999]"
"[1856, 770, 1999, 2142]"
"[770, 2988, 2142, 1904]"
"[2988, 1999, 1904, 1140]"
"[1999, 2142, 1140, 3046]"
"[2142, 1904, 3046, 431]"
"[1904, 1140, 431, 1133]"
"[1140, 3046, 1133, 1821]"
"[3046, 431, 1821, 2954]"
"[431, 1133, 2954, 1252]"
"[1133, 1821, 1252, 684]"
"[1821, 2954, 684, 390]"
"[2954, 1252, 390, 3327]"
"[1252, 684, 3327, 2807]"
"[684, 390, 2807, 2447]"
"[390, 3327, 2447, 1523]"
"[3327, 2807, 1523, 3149]"
"[2807, 2447, 3149, 2050]"
"[2447, 1523, 2050, 2359]"
"[1523, 3149, 2359, 2633]"
"[3149, 2050, 2633, 104]"
"[2050, 2359, 104, 3061]"
"[2359, 2633, 3061, 1554]"
"[2633, 104, 1554, 95]"
"[104, 3061, 95, 3046]"
"[3061, 1554, 3046, 431]"
"[1554, 95, 431, 1554]"
"[95, 3046, 1554, 2284]"
"[3046, 431, 2284, 2702]"
"[431, 1554, 2702, 3046]"
"[1554, 2284, 3046, 431]"
"[2284, 2702, 431, 433]"
"[2702, 3046, 433, 1554]"
"[3046, 431, 1554, 2090]"
"[431, 433, 2090, 684]"
"[433, 1554, 684, 1577]"
"[1554, 2090, 1577, 1890]"
"[2090, 684, 1890, 1041]"
"[684, 1577, 1041, 2688]"
"[1577, 1890, 2688, 3023]"
"[1890, 1041, 3023, 2035]"
"[1041, 2688, 2035, 976]"
"[2688, 3023, 976, 531]"
"[3023, 2035, 531, 2384]"
"[2035, 976, 2384, 1832]"
"[976, 531, 1832, 2107]"
"[531, 2384, 2107, 3405]"
"[2384, 1832, 3405, 76]"
"[1832, 2107, 76, 1534]"
"[2107, 3405, 1534, 2350]"
"[3405, 76, 2350, 1195]"
"[76, 1534, 1195, 621]"
"[1534, 2350, 621, 2142]"
"[2350, 1195, 2142, 1854]"
"[1195, 621, 1854, 1562]"
"[621, 2142, 1562, 770]"
"[2142, 1854, 770, 3332]"
"[1854, 1562, 3332, 1166]"
"[1562, 770, 1166, 1893]"
"[770, 3332, 1893, 217]"
"[3332, 1166, 217, 407]"
"[1166, 1893, 407, 2376]"
"[1893, 217, 2376, 1164]"
"[217, 407, 1164, 1879]"
"[407, 2376, 1879, 1261]"
"[2376, 1164, 1261, 3418]"
"[1164, 1879, 3418, 1879]"
"[1879, 1261, 1879, 1553]"
"[1261, 3418, 1553, 786]"
"[3418, 1879, 786, 133]"
"[1879, 1553, 133, 2142]"
"[1553, 786, 2142, 187]"
"[786, 133, 187, 2028]"
"[133, 2142, 2028, 1928]"
"[2142, 187, 1928, 3045]"
"[187, 2028, 3045, 2738]"
"[2028, 1928, 2738, 1534]"
"[1928, 3045, 1534, 2350]"
"[3045, 2738, 2350, 1555]"
"[2738, 1534, 1555, 1879]"
"[1534, 2350, 1879, 1903]"
"[2350, 1555, 1903, 1479]"
"[1555, 1879, 1479, 2813]"
"[1879, 1903, 2813, 2990]"
"[1903, 1479, 2990, 2040]"
"[1479, 2813, 2040, 798]"
"[2813, 2990, 798, 3046]"
"[2990, 2040, 3046, 431]"
"[2040, 798, 431, 2633]"
"[798, 3046, 2633, 2633]"
"[3046, 431, 2633, 2538]"
"[431, 2633, 2538, 4]"
"[2633, 2633, 4, 3437]"
"[2633, 2538, 3437, 52]"
"[2538, 4, 52, 3150]"
"[4, 3437, 3150, 1181]"
"[3437, 52, 1181, 1625]"
"[52, 3150, 1625, 1173]"
"[3150, 1181, 1173, 2833]"
"[1181, 1625, 2833, 1717]"
"[1625, 1173, 1717, 3291]"
"[1173, 2833, 3291, 2925]"
"[2833, 1717, 2925, 2117]"
"[1717, 3291, 2117, 2633]"
"[3291, 2925, 2633, 1026]"
"[2925, 2117, 1026, 3046]"
"[2117, 2633, 3046, 431]"
"[2633, 1026, 431, 365]"
"[1026, 3046, 365, 1850]"
"[3046, 431, 1850, 2700]"
"[431, 365, 2700, 2377]"
"[365, 1850, 2377, 388]"
"[1850, 2700, 388, 19]"
"[2700, 2377, 19, 2826]"
"[2377, 388, 2826, 798]"
"[388, 19, 798, 2580]"
"[19, 2826, 2580, 2945]"
"[2826, 798, 2945, 143]"
"[798, 2580, 143, 880]"
"[2580, 2945, 880, 3436]"
"[2945, 143, 3436, 1776]"
"[143, 880, 1776, 2447]"
"[880, 3436, 2447, 2881]"
"[3436, 1776, 2881, 516]"
"[1776, 2447, 516, 3046]"
"[2447, 2881, 3046, 431]"
"[2881, 516, 431, 1860]"
"[516, 3046, 1860, 3149]"
"[3046, 431, 3149, 2970]"
"[431, 1860, 2970, 2142]"
"[1860, 3149, 2142, 3090]"
"[3149, 2970, 3090, 24]"
"[2970, 2142, 24, 1821]"
"[2142, 3090, 1821, 3124]"
"[3090, 24, 3124, 3263]"
"[24, 1821, 3263, 2311]"
"[1821, 3124, 2311, 3314]"
"[3124, 3263, 3314, 1233]"
"[3263, 2311, 1233, 2538]"
"[2311, 3314, 2538, 2835]"
"[3314, 1233, 2835, 3124]"
"[1233, 2538, 3124, 759]"
"[2538, 2835, 759, 759]"
"[2835, 3124, 759, 45]"
"[3124, 759, 45, 1427]"
"[759, 759, 1427, 1481]"
"[759, 45, 1481, 2349]"
"[45, 1427, 2349, 2170]"
"[1427, 1481, 2170, 3046]"
"[1481, 2349, 3046, 431]"
"[2349, 2170, 431, 1327]"
"[2170, 3046, 1327, 3086]"
"[3046, 431, 3086, 358]"
"[431, 1327, 358, 2633]"
"[1327, 3086, 2633, 1464]"
"[3086, 358, 1464, 3329]"
"[358, 2633, 3329, 570]"
"[2633, 1464, 570, 549]"
"[1464, 3329, 549, 1821]"
"[3329, 570, 1821, 3124]"
"[570, 549, 3124, 2544]"
"[549, 1821, 2544, 1598]"
"[1821, 3124, 1598, 2995]"
"[3124, 2544, 2995, 2116]"
"[2544, 1598, 2116, 3149]"
"[1598, 2995, 3149, 45]"
"[2995, 2116, 45, 718]"
"[2116, 3149, 718, 360]"
"[3149, 45, 360, 2635]"
"[45, 718, 2635, 3046]"
"[718, 360, 3046, 431]"
"[360, 2635, 431, 711]"
"[2635, 3046, 711, 2043]"
"[3046, 431, 2043, 414]"
"[431, 711, 414, 609]"
"[711, 2043, 609, 2143]"
"[2043, 414, 2143, 2647]"
"[414, 609, 2647, 2864]"
"[609, 2143, 2864, 2280]"
"[2143, 2647, 2280, 1178]"
"[2647, 2864, 1178, 3046]"
"[2864, 2280, 3046, 798]"
"[2280, 1178, 798, 880]"
"[1178, 3046, 880, 2533]"
"[3046, 798, 2533, 3159]"
"[798, 880, 3159, 1648]"
"[880, 2533, 1648, 2990]"
"[2533, 3159, 2990, 35]"
"[3159, 1648, 35, 3009]"
"[1648, 2990, 3009, 2633]"
"[2990, 35, 2633, 2454]"
"[35, 3009, 2454, 2647]"
"[3009, 2633, 2647, 951]"
"[2633, 2454, 951, 20]"
"[2454, 2647, 20, 1821]"
"[2647, 951, 1821, 3124]"
"[951, 20, 3124, 2633]"
"[20, 1821, 2633, 1360]"
"[1821, 3124, 1360, 1256]"
"[3124, 2633, 1256, 3116]"
"[2633, 1360, 3116, 1427]"
"[1360, 1256, 1427, 616]"
"[1256, 3116, 616, 851]"
"[3116, 1427, 851, 3248]"
"[1427, 616, 3248, 718]"
"[616, 851, 718, 2198]"
"[851, 3248, 2198, 3046]"
"[3248, 718, 3046, 431]"
"[718, 2198, 431, 128]"
"[2198, 3046, 128, 2865]"
"[3046, 431, 2865, 3129]"
"[431, 128, 3129, 401]"
"[128, 2865, 401, 711]"
"[2865, 3129, 711, 3130]"
"[3129, 401, 3130, 2743]"
"[401, 711, 2743, 1536]"
"[711, 3130, 1536, 755]"
"[3130, 2743, 755, 2821]"
"[2743, 1536, 2821, 3045]"
"[1536, 755, 3045, 599]"
"[755, 2821, 599, 2686]"
"[2821, 3045, 2686, 1214]"
"[3045, 599, 1214, 2886]"
"[599, 2686, 2886, 2198]"
"[2686, 1214, 2198, 3046]"
"[1214, 2886, 3046, 431]"
"[2886, 2198, 431, 3113]"
"[2198, 3046, 3113, 1189]"
"[3046, 431, 1189, 360]"
"[431, 3113, 360, 3219]"
"[3113, 1189, 3219, 2011]"
"[1189, 360, 2011, 3155]"
"[360, 3219, 3155, 3045]"
"[3219, 2011, 3045, 721]"
"[2011, 3155, 721, 3363]"
"[3155, 3045, 3363, 3363]"
"[3045, 721, 3363, 3046]"
"[721, 3363, 3046, 431]"
"[3363, 3363, 431, 2690]"
"[3363, 3046, 2690, 1860]"
"[3046, 431, 1860, 3090]"
"[431, 2690, 3090, 2107]"
"[2690, 1860, 2107, 1120]"
"[1860, 3090, 1120, 3102]"
"[3090, 2107, 3102, 851]"
"[2107, 1120, 851, 3178]"
"[1120, 3102, 3178, 360]"
"[3102, 851, 360, 2877]"
"[851, 3178, 2877, 1347]"
"[3178, 360, 1347, 473]"
"[360, 2877, 473, 2365]"
"[2877, 1347, 2365, 1428]"
"[1347, 473, 1428, 94]"
"[473, 2365, 94, 2286]"
"[2365, 1428, 2286, 1824]"
"[1428, 94, 1824, 1534]"
"[94, 2286, 1534, 3046]"
"[2286, 1824, 3046, 431]"
"[1824, 1534, 431, 2633]"
"[1534, 3046, 2633, 1373]"
"[3046, 431, 1373, 3046]"
"[431, 2633, 3046, 431]"
"[2633, 1373, 431, 2142]"
"[1373, 3046, 2142, 3444]"
"[3046, 431, 3444, 3046]"
"[431, 2142, 3046, 431]"
"[2142, 3444, 431, 1860]"
"[3444, 3046, 1860, 2116]"
"[3046, 431, 2116, 351]"
"[431, 1860, 351, 424]"
"[1860, 2116, 424, 1777]"
"[2116, 351, 1777, 568]"
"[351, 424, 568, 2988]"
"[424, 1777, 2988, 2117]"
"[1777, 568, 2117, 2453]"
"[568, 2988, 2453, 424]"
"[2988, 2117, 424, 101]"
"[2117, 2453, 101, 1523]"
"[2453, 424, 1523, 1256]"
"[424, 101, 1256, 1918]"
"[101, 1523, 1918, 739]"
"[1523, 1256, 739, 798]"
"[1256, 1918, 798, 3172]"
"[1918, 739, 3172, 3175]"
"[739, 798, 3175, 327]"
"[798, 3172, 327, 388]"
"[3172, 3175, 388, 2331]"
"[3175, 327, 2331, 2397]"
"[327, 388, 2397, 2468]"
"[388, 2331, 2468, 1386]"
"[2331, 2397, 1386, 2527]"
"[2397, 2468, 2527, 2331]"
"[2468, 1386, 2331, 2884]"
"[1386, 2527, 2884, 1228]"
"[2527, 2331, 1228, 3446]"
"[2331, 2884, 3446, 2878]"
"[2884, 1228, 2878, 852]"
"[1228, 3446, 852, 2736]"
"[3446, 2878, 2736, 766]"
"[2878, 852, 766, 1957]"
"[852, 2736, 1957, 2561]"
"[2736, 766, 2561, 2690]"
"[766, 1957, 2690, 2965]"
"[1957, 2561, 2965, 365]"
"[2561, 2690, 365, 1538]"
"[2690, 2965, 1538, 984]"
"[2965, 365, 984, 187]"
"[365, 1538, 187, 1053]"
"[1538, 984, 1053, 392]"
"[984, 187, 392, 1310]"
"[187, 1053, 1310, 2314]"
"[1053, 392, 2314, 928]"
"[392, 1310, 928, 2684]"
"[1310, 2314, 2684, 3046]"
"[2314, 928, 3046, 431]"
"[928, 2684, 431, 3010]"
"[2684, 3046, 3010, 2265]"
"[3046, 431, 2265, 1259]"
"[431, 3010, 1259, 718]"
"[3010, 2265, 718, 2957]"
"[2265, 1259, 2957, 2294]"
"[1259, 718, 2294, 3090]"
"[718, 2957, 3090, 3159]"
"[2957, 2294, 3159, 52]"
"[2294, 3090, 52, 3046]"
"[3090, 3159, 3046, 3339]"
"[3159, 52, 3339, 431]"
"[52, 3046, 431, 1351]"
"[3046, 3339, 1351, 433]"
"[3339, 431, 433, 2563]"
"[431, 1351, 2563, 1229]"
"[1351, 433, 1229, 2446]"
"[433, 2563, 2446, 135]"
"[2563, 1229, 135, 3045]"
"[1229, 2446, 3045, 360]"
"[2446, 135, 360, 2050]"
"[135, 3045, 2050, 2281]"
"[3045, 360, 2281, 3093]"
"[360, 2050, 3093, 1298]"
"[2050, 2281, 1298, 1823]"
"[2281, 3093, 1823, 2046]"
"[3093, 1298, 2046, 3046]"
"[1298, 1823, 3046, 431]"
"[1823, 2046, 431, 3010]"
"[2046, 3046, 3010, 1427]"
"[3046, 431, 1427, 531]"
"[431, 3010, 531, 1999]"
"[3010, 1427, 1999, 1281]"
"[1427, 531, 1281, 1120]"
"[531, 1999, 1120, 255]"
"[1999, 1281, 255, 1548]"
"[1281, 1120, 1548, 1903]"
"[1120, 255, 1903, 2624]"
"[255, 1548, 2624, 3266]"
"[1548, 1903, 3266, 1948]"
"[1903, 2624, 1948, 3045]"
"[2624, 3266, 3045, 2281]"
