id,word
323,batch
324,batches
325,batteries
326,bearing
327,bears
328,became
329,become
330,becomes
331,becoming
332,began
333,begin
334,beginning
335,begins
336,behind
337,benchmarking
338,beneficial
339,benefit
340,benefits
341,benton
342,best
343,beta
344,better
345,beverage
346,beyond
347,big
348,bigger
349,biggest
350,billion
351,bills
352,biotech
353,bite
354,blend
355,blockchain
356,blockchains
357,blocked
358,bodies
359,body
360,bolts
361,book
362,books
363,boom
364,boost
365,boosting
366,booz
367,border
368,borders
369,born
370,bottlenecks
371,bottom
372,bought
373,bounce
374,boundaries
375,bowersox
376,box
377,branches
378,brand
379,breaches
380,break
381,breaking
382,breaks
383,breakthroughs
384,breath
385,breweries
386,bring
387,bringing
388,broad
389,broader
390,broadly
391,broken
392,broker
393,brokerages
394,brought
395,budget
396,budgets
397,buffers
398,build
399,builders
400,building
401,built
402,bulk
403,bulks
404,bureau
405,busiest
406,business
407,businesses
408,bustling
409,buttignol
410,buy
411,buyer
412,buyers
413,buying
414,buys
415,c
416,calculate
417,calculation
418,california
419,call
420,called
421,calls
422,cambridge
423,came
424,canada
425,canal
426,candidate
427,candy
428,canisters
429,cannot
430,canvas
431,capabilities
432,capability
433,capable
434,capacity
435,cape
436,capital
437,capitalize
438,capture
439,car
440,carbon
441,care
442,career
443,careful
444,carpet
445,carriers
446,carries
447,carry
448,cars
449,case
450,cases
451,cash
452,cast
453,castro
454,catastrophe
455,catastrophes
456,categories
457,categorize
458,category
459,catolica
460,cause
461,caused
462,causes
463,causing
464,cddp
465,cell
466,center
467,centered
468,centers
469,central
470,centralization
471,centralized
472,centralizing
473,centrally
474,centric
475,centroid
476,centroids
477,centuries
478,century
479,ceo
480,ceos
481,certain
482,certificate
483,certification
484,certifications
485,certified
486,certifying
487,cf
488,chain
489,chains
490,chair
491,challenge
492,challenged
493,challenges
494,change
495,changed
496,changes
497,changing
498,channel
499,channels
500,characteristics
501,characterized
502,chartered
503,chassis
504,chatbots
505,check
506,chemicals
507,cherry
508,chief
509,china
510,chinese
511,chips
512,choice
513,choices
514,choose
515,choosing
516,chopra
517,cips
518,circular
519,circularity
520,circulation
521,ciscm
522,citation
523,citations
524,cited
525,city
526,civilian
527,clarification
528,clark
529,class
530,classic
531,classification
532,classified
533,clean
534,cleaning
535,cleansheeting
536,clear
537,clearly
538,clients
539,climate
540,cliques
541,close
542,closely
543,closer
544,closest
545,closs
546,closures
547,cloth
548,clothe
549,clothing
550,cloud
551,cltd
552,co
553,coaching
554,codes
555,coercive
556,coffee
557,cogs
558,cohesion
559,cohesive
560,coined
561,cold
562,collaborate
563,collaborating
564,collaboration
565,collaborations
566,collaborative
567,collapse
568,colleagues
569,collect
570,collected
571,collection
572,collective
573,collectively
574,college
575,color
576,combination
577,combinations
578,combine
579,combined
580,combines
581,combining
582,come
583,comes
584,coming
585,commerce
586,commercial
587,commercialization
588,commission
589,commitment
590,committee
591,commodities
592,common
593,commonly
594,communicate
595,communicates
596,communication
597,communities
598,community
599,companies
600,company
601,compared
602,compares
603,comparing
604,comparison
605,compete
606,competencies
607,competency
608,competition
609,competitive
610,competitiveness
611,competitors
612,compiled
613,complement
614,complementary
615,complementing
616,completed
617,completely
618,completion
619,complex
620,complexities
621,complexity
622,compliance
623,compliances
624,compliant
625,complicate
626,complicated
627,component
628,components
629,composed
630,comprehensive
631,compression
632,comprise
633,comprises
634,compromising
635,computer
636,computerized
637,computers
638,computing
639,concentrate
640,concept
641,conceptual
642,concern
643,concerned
644,concerns
645,concert
646,concluded
647,conclusion
648,concrete
649,condition
650,conditions
651,conduct
652,conducted
653,conducting
654,configuration
655,configure
656,configured
657,confirming
658,confirms
659,conflict
660,conflicts
661,congo
662,conjunction
663,connect
664,connecting
665,connection
666,connections
667,connectivity
668,consciousness
669,consequence
670,consequences
671,consequent
672,consequently
673,consider
674,considerable
675,considerably
676,consideration
677,considered
678,considering
679,considers
680,consignee
681,consignment
682,consignor
683,consistency
684,consistent
685,consistently
686,consisting
687,consists
688,consolidate
689,consolidating
690,consolidation
691,constant
692,constantly
693,constellations
694,constraints
695,constructing
696,constructive
697,consultancies
698,consultant
699,consultants
700,consulting
701,consumer
702,consumers
703,consuming
704,consummate
705,consumption
706,contact
707,contacts
708,contain
709,contained
710,containers
711,contains
712,content
713,contents
714,context
715,continents
716,contingency
717,continually
718,continue
719,continued
720,continues
721,continuing
722,continuity
723,continuous
724,continuously
725,contract
726,contracting
727,contracts
728,contractual
729,contradicts
730,contrast
731,contrasted
732,contribute
733,contributed
734,contributes
735,contributing
736,control
737,controlled
738,controlling
739,controls
740,convenience
741,conversely
742,conversion
743,convert
744,convey
745,cookies
746,cooper
747,cooperate
748,cooperation
749,coordinate
750,coordinated
751,coordinates
752,coordinating
753,coordination
754,copenhagen
755,copies
756,core
757,cornerstone
758,coronavirus
759,corporate
760,corporations
761,correct
762,correcting
763,correctives
764,correctly
765,correlated
766,correlation
767,corridor
768,corruption
769,corvettes
770,cost
771,costlier
772,costly
773,costs
774,could
775,council
776,counterfeit
777,counterfeiting
778,countermeasures
779,counterparts
780,countries
781,country
782,counts
783,coupled
784,course
785,coursera
786,courses
787,cover
788,coverage
789,covering
790,covers
791,covid
792,cox
793,cpim
794,cpm
795,cpp
796,cpsm
797,cranfield
798,create
799,created
800,creates
801,creating
802,creation
803,creative
804,creativity
805,credibility
806,credit
807,crises
808,crisis
809,critical
810,crm
811,cross
812,crucial
813,csca
814,cscm
815,cscmp
816,cscp
817,cscs
818,ctl
819,cube
820,cultural
821,culture
822,cultures
823,cumbersome
824,cumulatively
825,curbing
826,currencies
827,current
828,currently
829,curve
830,custom
831,customer
832,customers
833,customization
834,customizing
835,cut
836,cutting
837,cyber
838,cyberattack
839,cybersecurity
840,cycle
841,cycles
842,d
843,daily
844,damage
845,damaged
846,damaging
847,dancers
848,dark
849,data
850,datasets
851,date
852,dates
853,daunting
854,day
855,days
856,dayton
857,de
858,deal
859,deals
860,dealt
861,debuted
862,decade
863,decades
864,decarbonize
865,decentralized
866,decided
867,decipher
868,decision
869,decisions
870,decomposed
871,decoupling
872,decrease
873,decreased
874,dedicated
875,deep
876,deeper
877,defective
878,defects
879,defer
880,defined
881,defines
882,defining
883,definitely
884,definition
885,definitions
886,deflating
887,deflation
888,degree
889,degrees
890,del
891,delay
892,delayed
893,delays
894,deliver
895,delivered
896,deliveries
897,delivering
898,delivers
899,delivery
900,dell
901,demand
902,demanding
903,demands
904,dematerialise
905,democratic
906,demonstrate
907,demonstrated
908,department
909,departments
910,depend
911,dependency
912,dependent
913,depending
914,depends
915,deploy
916,deployment
917,depth
918,depths
919,describe
920,described
921,describes
922,design
923,designated
924,designation
925,designations
926,designed
927,designers
928,designing
929,desired
930,desiring
931,desk
932,despite
933,destination
934,destinations
935,detail
936,detailing
937,details
938,detection
939,determine
940,determined
941,determines
942,determining
943,devastating
944,develop
945,developed
946,developing
947,development
948,developments
949,devices
950,diagram
951,dictate
952,dictated
953,dictionary
954,differ
955,difference
956,differences
957,different
958,differentiator
959,differently
960,difficult
961,digest
962,digital
963,digitally
964,digitization
965,digitize
966,digitized
967,digitizing
968,diligence
969,dimension
970,direct
971,direction
972,directly
973,director
974,directs
975,disassemble
976,disassembly
977,disaster
978,disasters
979,disciplinary
980,discipline
981,disciplines
982,discounts
983,discuss
984,discussed
985,discussion
986,discussions
987,dispatching
988,disposal
989,disposed
990,disposing
991,disputes
992,disrupt
993,disrupted
994,disruption
995,disruptions
996,disrupts
997,dissatisfaction
998,dissect
999,distances
1000,distinct
1001,distinction
1002,distinctive
1003,distinguishes
1004,distinguishing
1005,distribute
1006,distributed
1007,distributers
1008,distributes
1009,distributing
1010,distribution
1011,distributions
1012,distributor
1013,distributors
1014,dive
1015,diverse
1016,diversification
1017,diversifying
1018,diversity
1019,divide
1020,divided
1021,division
1022,docking
1023,document
1024,documented
1025,documents
1026,dodd
1027,doesn
1028,dollars
1029,domain
1030,domains
1031,domestic
1032,donate
1033,done
1034,doorstep
1035,douglass
1036,download
1037,downloads
1038,downsizing
1039,downstream
1040,downtime
1041,dr
1042,dramatic
1043,drastically
1044,drawbacks
1045,drawn
1046,draws
1047,drilling
1048,drive
1049,driven
1050,drivers
1051,drives
1052,driving
1053,drones
1054,drop
1055,dropshipping
1056,drucker
1057,drug
1058,due
1059,durable
1060,dyads
1061,dyer
1062,dynamic
1063,dynamically
1064,dynamics
1065,e
1066,earlier
1067,early
1068,earned
1069,earning
1070,earth
1071,earthquake
1072,easier
1073,easiest
1074,easily
1075,east
1076,easy
1077,eat
1078,eaton
1079,ebit
1080,ebitda
1081,eco
1082,ecological
1083,economic
1084,economical
1085,economics
1086,economies
1087,economy
1088,ecosystem
1089,edge
1090,edi
1091,edit
1092,edition
1093,eduardo
1094,education
1095,educational
1096,eduniversal
1097,edx
1098,effect
1099,effective
1100,effectively
1101,effectiveness
1102,effects
1103,efficacy
1104,efficiencies
1105,efficiency
1106,efficient
1107,efficiently
1108,effort
1109,efforts
1110,eindhoven
1111,either
1112,electric
1113,electrical
1114,electricity
1115,electronic
1116,electronics
1117,element
1118,elements
1119,eliminate
1120,eliminated
1121,eliminating
1122,elongated
1123,else
1124,elsewhere
1125,embedded
1126,embedding
1127,embodies
1128,embrace
1129,embraced
1130,embracing
1131,emerge
1132,emerged
1133,emergency
1134,emergent
1135,emerging
1136,emission
1137,emissions
1138,emphasis
1139,emphasized
1140,emphasizes
1141,emphasizing
1142,empirical
1143,employee
1144,employees
1145,employing
1146,empower
1147,empty
1148,enable
1149,enabled
1150,enablement
1151,enables
1152,enabling
1153,encompass
1154,encompasses
1155,encompassing
1156,encourage
1157,encouraged
1158,encourages
1159,encouraging
1160,encrypting
1161,encyclopedia
1162,encyclopedic
1163,end
1164,endeavor
1165,ending
1166,endpoint
1167,ends
1168,endures
1169,enduring
1170,energy
1171,engage
1172,engaged
1173,engagement
1174,engages
1175,engaging
1176,engineering
1177,engineers
1178,engines
1179,enhance
1180,enhanced
1181,enhancing
1182,enough
1183,ensure
1184,ensured
1185,ensures
1186,ensuring
1187,entails
1188,enter
1189,enterprise
1190,enterprises
1191,entire
1192,entirely
1193,entities
1194,entity
1195,entry
1196,environment
1197,environmental
1198,environmentally
1199,environments
1200,envision
1201,eoq
1202,equally
1203,equation
1204,equipment
1205,equipping
1206,equitable
1207,era
1208,ericsson
1209,ernest
1210,ernst
1211,erp
1212,errors
1213,escalated
1214,esg
1215,especially
1216,essence
1217,essential
1218,essentials
1219,establish
1220,established
1221,establishing
1222,estimated
1223,et
1224,etc
1225,ethical
1226,ethically
1227,ethics
1228,europe
1229,european
1230,evaluate
1231,evaluating
1232,evaluators
1233,even
1234,events
1235,eventual
1236,eventually
1237,ever
1238,every
1239,everyone
1240,everything
1241,evidence
1242,evident
1243,evolution
1244,evolve
1245,evolved
1246,evolves
1247,evolving
1248,exact
1249,exam
1250,examination
1251,examine
1252,examined
1253,example
1254,examples
1255,exams
1256,exceed
1257,exceeding
1258,excellence
1259,excellent
1260,exceptions
1261,excess
1262,exchange
1263,exchanges
1264,exciting
1265,execute
1266,executed
1267,executing
1268,execution
1269,executive
1270,executives
1271,exercise
1272,exist
1273,existing
1274,exit
1275,expand
1276,expanded
1277,expanding
1278,expanse
1279,expansion
1280,expansive
1281,expect
1282,expectation
1283,expectations
1284,expected
1285,expects
1286,expedite
1287,expense
1288,expenses
1289,expensive
1290,experience
1291,experiences
1292,expert
1293,expertise
1294,experts
1295,expiration
1296,explaining
1297,exploit
1298,exploitation
1299,exploration
1300,explore
1301,explored
1302,exploring
1303,exponential
1304,export
1305,exposed
1306,exposing
1307,exposure
1308,extend
1309,extended
1310,extending
1311,extends
1312,extensive
1313,extensively
1314,external
1315,extra
1316,extracted
1317,extracting
1318,extraction
1319,extreme
1320,extremes
1321,eye
1322,fabric
1323,face
1324,faced
1325,faces
1326,facilitate
1327,facilitates
1328,facilitating
1329,facilitators
1330,facilities
1331,facility
1332,facing
1333,factor
1334,factories
1335,factors
1336,factory
1337,fail
1338,failed
1339,failure
1340,fair
1341,fairly
1342,fall
1343,falls
1344,familiarity
1345,faqs
1346,far
1347,farther
1348,fashion
1349,fast
1350,faster
1351,faulty
1352,favor
1353,favorable
1354,feasible
1355,features
1356,february
1357,feed
1358,feedback
1359,feelings
1360,fees
1361,fencing
1362,fewer
1363,field
1364,fields
1365,fifo
1366,fight
1367,fighter
1368,figure
1369,figuring
1370,fill
1371,filling
1372,final
1373,finally
1374,finance
1375,finances
1376,financial
1377,find
1378,finding
1379,findings
1380,fingertips
1381,finish
1382,finished
1383,firefighting
1384,firm
1385,firms
1386,first
1387,fit
1388,fits
1389,five
1390,fixed
1391,flashcard
1392,flawed
1393,fleet
1394,flexibility
1395,flexible
1396,flip
1397,floor
1398,floors
1399,flow
1400,flows
1401,fluctuating
1402,fluctuation
1403,fluctuations
1404,fluids
1405,flurry
1406,flux
1407,focus
1408,focused
1409,focuses
1410,focusing
1411,followed
1412,following
1413,follows
1414,food
1415,foods
1416,footprint
1417,footprints
1418,forbes
1419,forced
1420,forces
1421,ford
1422,forecast
1423,forecasted
1424,forecasting
1425,forecasts
1426,forefront
1427,foreign
1428,foresee
1429,foreseeable
1430,foresight
1431,forest
1432,forfeiting
1433,forge
1434,form
1435,formal
1436,formats
1437,former
1438,forms
1439,formula
1440,formulas
1441,forum
1442,forums
1443,forward
1444,foster
1445,fostering
1446,fosters
1447,found
1448,foundation
1449,foundations
1450,four
1451,fourth
1452,framework
1453,frank
1454,fraud
1455,fred
1456,free
1457,freight
1458,french
1459,frequency
1460,frequent
1461,frequently
1462,fresh
1463,friendly
1464,front
1465,fruits
1466,frustrations
1467,fuel
1468,fulfill
1469,fulfilled
1470,fulfilling
1471,fulfillment
1472,fulfills
1473,fulfilment
1474,full
1475,fully
1476,function
1477,functional
1478,functionality
1479,functioning
1480,functions
1481,fundamental
1482,fundamentally
1483,fundamentals
1484,funds
1485,furniture
1486,fuss
1487,future
1488,g
1489,gadget
1490,gain
1491,gained
1492,gaining
1493,gains
1494,gap
1495,gaps
1496,gartner
1497,gas
1498,gauge
1499,gave
1500,gaze
1501,gear
1502,geared
1503,general
1504,generally
1505,generate
1506,generated
1507,generation
1508,generic
1509,geographical
1510,geographically
1511,geographies
1512,geopolitical
1513,germany
1514,get
1515,gets
1516,getting
1517,giant
1518,giunipero
1519,give
1520,given
1521,gives
1522,giving
1523,gln
1524,global
1525,globalization
1526,globally
1527,globe
1528,glyn
1529,go
1530,goal
1531,goals
1532,goes
1533,going
1534,gold
1535,good
1536,goods
1537,google
1538,gordon
1539,got
1540,governance
1541,government
1542,governmental
1543,governments
1544,gpo
1545,grasp
1546,grasping
1547,great
1548,greater
1549,greatest
1550,greatly
1551,green
1552,greenhouse
1553,grew
1554,gritty
1555,group
1556,groups
1557,grow
1558,growing
1559,grown
1560,grows
1561,growth
1562,guarantee
1563,guidance
1564,guide
1565,guidelines
1566,guides
1567,guiding
1568,half
1569,halldorsson
1570,hamburger
1571,hamilton
1572,hand
1573,handfield
1574,handle
1575,handled
1576,handles
1577,handling
1578,hands
1579,happen
1580,happier
1581,harmful
1582,harmonious
1583,harmony
1584,harness
1585,harnessing
1586,harsh
1587,harvard
1588,harvey
1589,hashing
1590,hassle
1591,hauled
1592,hauling
1593,hbr
1594,head
1595,health
1596,healthcare
1597,healthy
1598,heart
1599,heat
1600,heavily
1601,hedging
1602,heightened
1603,held
1604,helene
1605,help
1606,helped
1607,helpful
1608,helping
1609,helps
1610,hence
1611,henkel
1612,hewlett
1613,hey
1614,hiccups
1615,hierarchy
1616,high
1617,higher
1618,highest
1619,highlight
1620,highlighted
1621,highlights
1622,highly
1623,hines
1624,hinges
1625,historians
1626,historical
1627,historically
1628,history
1629,hit
1630,hitches
1631,hoarded
1632,hold
1633,holding
1634,holds
1635,holiday
1636,holistic
1637,holistically
1638,home
1639,horizontal
1640,hospital
1641,hospitality
1642,hospitals
1643,hosting
1644,hotel
1645,house
1646,however
1647,hubs
1648,huge
1649,hult
1650,human
1651,humanitarian
1652,hurricane
1653,hyperlocal
1654,hypothesis
1655,ibp
1656,icon
1657,idea
1658,ideal
1659,ideally
1660,ideas
1661,identification
1662,identified
1663,identifies
1664,identify
1665,identifying
1666,idle
1667,iec
1668,ii
1669,iipmr
1670,illuminate
1671,illustrate
1672,illustrating
1673,illustration
1674,image
1675,immediate
1676,immediately
1677,immutability
1678,immutable
1679,impact
1680,impacting
1681,impacts
1682,impediments
1683,implement
1684,implementation
1685,implemented
1686,implementing
1687,implications
1688,import
1689,importance
1690,important
1691,importing
1692,impossible
1693,improve
1694,improved
1695,improvement
1696,improvements
1697,improves
1698,improving
1699,inability
1700,inaccurately
1701,inadequate
1702,inappropriate
1703,inbound
1704,inbox
1705,incentives
1706,inception
1707,incidents
1708,include
1709,included
1710,includes
1711,including
1712,inclusive
1713,incoming
1714,inconsistency
1715,inconsistent
1716,incorporate
1717,incorporates
1718,incorporating
1719,increase
1720,increased
1721,increases
1722,increasing
1723,increasingly
1724,incremental
1725,incur
1726,incurring
1727,independent
1728,index
1729,indicate
1730,individual
1731,individuals
1732,induce
1733,induced
1734,industrial
1735,industries
1736,industry
1737,inefficiencies
1738,inefficient
1739,inertia
1740,inevitable
1741,inflating
1742,inflation
1743,inflationary
1744,influence
1745,influencing
1746,influential
1747,inform
1748,informal
1749,information
1750,informed
1751,informing
1752,infrastructure
1753,ingredients
1754,inherent
1755,inherently
1756,initial
1757,initially
1758,initiate
1759,initiating
1760,initiation
1761,initiative
1762,initiatives
1763,innovate
1764,innovation
1765,innovations
1766,innovative
1767,input
1768,inputs
1769,insead
1770,insight
1771,insights
1772,insolvency
1773,insourcing
1774,inspected
1775,inspection
1776,instability
1777,instance
1778,instant
1779,instead
1780,institute
1781,institution
1782,institutional
1783,institutions
1784,instructed
1785,insurance
1786,int
1787,integral
1788,integrate
1789,integrated
1790,integrates
1791,integrating
1792,integration
1793,integrative
1794,integrity
1795,intellectual
1796,intelligence
1797,intended
1798,intensify
1799,intensity
1800,intentions
1801,inter
1802,interacted
1803,interactions
1804,interactive
1805,interacts
1806,interchange
1807,interchangeably
1808,interconnected
1809,interconnectedness
1810,interdependent
1811,interdisciplinarity
1812,interest
1813,interested
1814,interestingly
1815,interface
1816,interfaces
1817,interlinked
1818,intermediaries
1819,internal
1820,international
1821,internet
1822,interorganizational
1823,interpersonal
1824,interplay
1825,interpret
1826,interpretation
1827,interpretations
1828,interpreted
1829,interrelated
1830,interrelation
1831,interruptions
1832,intersect
1833,intertwined
1834,interview
1835,intricacies
1836,intricate
1837,introduce
1838,introduced
1839,introduction
1840,introductory
1841,invaluable
1842,invasion
1843,inventories
1844,inventory
1845,invest
1846,investigative
1847,investing
1848,investment
1849,investments
1850,investopedia
1851,invoice
1852,invoicing
1853,involve
1854,involved
1855,involvement
1856,involves
1857,involving
1858,ioscm
1859,iot
1860,ir
1861,iron
1862,irreparable
1863,iscea
1864,island
1865,ism
1866,isn
1867,iso
1868,issuance
1869,issue
1870,issued
1871,issues
1872,item
1873,items
1874,iv
1875,james
1876,japan
1877,japanese
1878,jargon
1879,jenkins
1880,jenkinsabby
1881,jersey
1882,jets
1883,jit
1884,job
1885,jobs
1886,joe
1887,john
1888,join
1889,joint
1890,jointly
1891,journal
1892,journals
1893,journey
1894,jr
1895,judgmental
1896,july
1897,june
1898,jurisdictions
1899,kbv
1900,kearney
1901,kedge
1902,keep
1903,keeping
1904,keeps
1905,keg
1906,keiretsu
1907,keith
1908,kept
1909,ketchen
1910,key
1911,kimberly
1912,kind
1913,kinds
1914,kingdom
1915,km
1916,knocks
1917,know
1918,knowing
1919,knowledge
1920,known
1921,korean
1922,kucher
1923,l
1924,la
1925,labeling
1926,labor
1927,lack
1928,lacks
1929,lagging
1930,lambert
1931,land
1932,landfills
1933,landscape
1934,language
1935,languages
1936,laptops
1937,large
1938,largely
1939,larger
1940,largest
1941,larry
1942,last
1943,lasting
1944,late
1945,later
1946,latest
1947,latter
1948,launched
1949,laundry
1950,lavassani
1951,law
1952,laws
1953,layers
1954,laying
1955,lead
1956,leaders
1957,leadership
1958,leading
1959,leads
1960,leakage
1961,lean
1962,learn
1963,learned
1964,learners
1965,learning
1966,leased
1967,least
1968,leave
1969,led
1970,ledger
1971,lee
1972,left
1973,legal
1974,legally
1975,legitimate
1976,lengthy
1977,lens
1978,lent
1979,less
1980,lessens
1981,lessons
1982,let
1983,lets
1984,letting
1985,level
1986,levels
1987,leverage
1988,leveraged
1989,leverages
1990,leveraging
1991,liaison
1992,lies
1993,life
1994,lifecycle
1995,lifeline
1996,lifo
1997,light
1998,lighthouse
1999,lighting
2000,like
2001,likely
2002,limitations
2003,limited
2004,line
2005,linear
2006,linens
2007,lines
2008,link
2009,linkage
2010,linked
2011,links
2012,liquidators
2013,lisboa
2014,list
2015,literature
2016,little
2017,live
2018,lives
2019,ll
2020,loading
2021,local
2022,localization
2023,localized
2024,locally
2025,located
2026,location
2027,locations
2028,logic
2029,logistic
2030,logistical
2031,logistician
2032,logisticians
2033,logistics
2034,londe
2035,london
2036,long
2037,longer
2038,look
2039,looked
2040,looking
2041,lookout
2042,looks
2043,looming
2044,loop
2045,loops
2046,loosely
2047,lose
2048,losing
2049,loss
2050,losses
2051,lost
2052,lot
2053,low
2054,lower
2055,lowered
2056,lowering
2057,lowers
2058,lowest
2059,loyalty
2060,lump
2061,m
2062,machine
2063,machines
2064,made
2065,magnitude
2066,mail
2067,main
2068,maintain
2069,maintained
2070,maintaining
2071,maintains
2072,maintenance
2073,major
2074,make
2075,makers
2076,makes
2077,making
2078,maloni
2079,manage
2080,managed
2081,management
2082,manager
2083,managerial
2084,managers
2085,manages
2086,managing
2087,mandate
2088,mandates
2089,manner
2090,manpower
2091,manual
2092,manuals
2093,manufacture
2094,manufacturer
2095,manufacturers
2096,manufactures
2097,manufacturing
2098,many
2099,map
2100,mapped
2101,margins
2102,maritime
2103,marked
2104,markers
2105,market
2106,marketable
2107,marketing
2108,marketplace
2109,markets
2110,markups
2111,mart
2112,masks
2113,mass
2114,massachusetts
2115,master
2116,masters
2117,match
2118,material
2119,materials
2120,mathematical
2121,mathematics
2122,matrix
2123,matters
2124,mature
2125,matured
2126,maturity
2127,maximize
2128,maximizes
2129,maximizing
2130,maximum
2131,may
2132,mckinsey
2133,mean
2134,meaning
2135,means
2136,meant
2137,meanwhile
2138,measure
2139,measured
2140,measurement
2141,measures
2142,measuring
2143,mechanisms
2144,mechanization
2145,media
2146,mediated
2147,medical
2148,medicine
2149,medicines
2150,medium
2151,meet
2152,meeting
2153,meets
2154,megafactory
2155,meindl
2156,members
2157,memory
2158,mentorship
2159,mentzer
2160,merchandise
2161,merchandising
2162,mercy
2163,mere
2164,merely
2165,merges
2166,message
2167,met
2168,metal
2169,metals
2170,method
2171,methodologies
2172,methodology
2173,methods
2174,metrics
2175,mexico
2176,mi
2177,michael
2178,michela
2179,michigan
2180,microlearnings
2181,micromasters
2182,mid
2183,middle
2184,middlemen
2185,midsize
2186,midsized
2187,might
2188,miles
2189,military
2190,mind
2191,mined
2192,minerals
2193,minimal
2194,minimize
2195,minimized
2196,minimizes
2197,minimizing
2198,minimum
2199,minority
2200,miracles
2201,misalignment
2202,misconception
2203,mismatches
2204,missed
2205,missing
2206,mission
2207,missions
2208,mississippi
2209,mistakes
2210,mit
2211,mitigate
2212,mitigating
2213,mitigation
2214,mix
2215,ml
2216,mlm
2217,mobile
2218,mobility
2219,model
2220,models
2221,modern
2222,modernizing
2223,modes
2224,modules
2225,monczka
2226,monetary
2227,money
2228,monitor
2229,monitored
2230,monitoring
2231,month
2232,moq
2233,moqs
2234,mostly
2235,motion
2236,motivation
2237,motor
2238,move
2239,moved
2240,movement
2241,movements
2242,moves
2243,moving
2244,mro
2245,mrp
2246,much
2247,multidisciplinary
2248,multifaceted
2249,multimethod
2250,multinational
2251,multinationals
2252,multiple
2253,multitier
2254,multitude
2255,must
2256,mutual
2257,mutually
2258,narrative
2259,narrow
2260,narrower
2261,nation
2262,national
2263,natural
2264,nature
2265,navigate
2266,navigating
2267,near
2268,nearly
2269,necessarily
2270,necessary
